,season,date_game,school_name,game_location,opp_name,game_type,game_result,gs,mp,fg,fga,fg_pct,fg2,fg2a,fg2_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts
20,2018-19,2019-03-21,Kansas,N,Northeastern,NCAA,W,1,21,5,5,1.000,4,4,1.000,1,1,1.000,2,2,1.000,2,3,5,0,0,1,3,3,13
21,2018-19,2019-03-23,Kansas,N,Auburn,NCAA,L,1,24,1,5,.200,1,3,.333,0,2,.000,0,0,,0,1,1,0,0,0,0,0,2
22,2019-20,2019-11-05,Kansas,N,Duke,REG,L,1,38,6,10,.600,4,7,.571,2,3,.667,1,3,.333,2,4,6,2,4,0,5,3,15
23,2019-20,2019-11-08,Kansas,,UNC Greensboro,REG,W,1,35,5,11,.455,2,3,.667,3,8,.375,0,0,,0,4,4,2,2,0,3,1,13
24,2019-20,2019-11-15,Kansas,,Monmouth,REG,W,1,22,1,9,.111,1,4,.250,0,5,.000,2,2,1.000,1,1,2,3,3,0,0,4,4
25,2019-20,2019-11-19,Kansas,,ETSU,REG,W,1,34,2,8,.250,2,4,.500,0,4,.000,0,0,,1,2,3,2,1,0,2,2,4
26,2019-20,2019-11-25,Kansas,@,Chaminade,REG,W,1,27,4,9,.444,1,3,.333,3,6,.500,0,0,,0,1,1,2,1,0,2,2,11
27,2019-20,2019-11-26,Kansas,N,BYU,REG,W,1,31,6,9,.667,4,5,.800,2,4,.500,0,0,,1,4,5,3,1,0,2,0,14
28,2019-20,2019-11-27,Kansas,N,Dayton,REG,W,1,45,2,9,.222,1,4,.250,1,5,.200,1,2,.500,1,5,6,4,1,1,1,4,6
29,2019-20,2019-12-07,Kansas,,Colorado,REG,W,1,36,8,14,.571,4,8,.500,4,6,.667,0,0,,3,9,12,2,1,0,3,0,20
30,2019-20,2019-12-10,Kansas,,Milwaukee,REG,W,1,34,6,9,.667,1,1,1.000,5,8,.625,5,5,1.000,3,5,8,3,0,1,2,3,22
31,2019-20,2019-12-14,Kansas,N,Kansas City,REG,W,1,26,2,3,.667,1,1,1.000,1,2,.500,0,0,,0,4,4,3,2,0,1,1,5
32,2019-20,2019-12-21,Kansas,@,Villanova,REG,L,1,39,5,8,.625,4,4,1.000,1,4,.250,0,0,,0,2,2,4,3,0,2,2,11
33,2019-20,2019-12-29,Kansas,@,Stanford,REG,W,1,33,5,11,.455,3,5,.600,2,6,.333,2,4,.500,0,3,3,2,2,0,3,3,14
34,2019-20,2020-01-04,Kansas,,West Virginia,REG,W,1,38,1,6,.167,0,1,.000,1,5,.200,4,6,.667,0,1,1,2,1,0,2,3,7
35,2019-20,2020-01-08,Kansas,@,Iowa State,REG,W,1,28,6,7,.857,2,2,1.000,4,5,.800,0,0,,0,2,2,2,2,0,4,0,16
36,2019-20,2020-01-11,Kansas,,Baylor,REG,L,1,33,2,7,.286,2,6,.333,0,1,.000,2,2,1.000,2,3,5,1,1,0,3,0,6
37,2019-20,2020-01-14,Kansas,@,Oklahoma,REG,W,1,38,3,11,.273,2,7,.286,1,4,.250,0,0,,1,4,5,3,1,0,1,2,7
38,2019-20,2020-01-18,Kansas,@,Texas,REG,W,1,30,1,6,.167,1,3,.333,0,3,.000,2,2,1.000,1,1,2,0,1,0,1,3,4
39,2019-20,2020-01-21,Kansas,,Kansas State,REG,W,1,31,3,11,.273,3,8,.375,0,3,.000,0,0,,4,3,7,2,1,0,1,3,6
40,2019-20,2020-01-25,Kansas,,Tennessee,REG,W,1,38,6,12,.500,3,5,.600,3,7,.429,1,3,.333,1,1,2,1,2,1,0,3,16
41,2019-20,2020-01-27,Kansas,@,Oklahoma State,REG,W,1,35,2,9,.222,0,2,.000,2,7,.286,3,4,.750,1,3,4,2,0,1,1,2,9
42,2019-20,2020-02-01,Kansas,,Texas Tech,REG,W,1,37,4,8,.500,3,5,.600,1,3,.333,2,2,1.000,0,5,5,1,0,2,4,1,11
43,2019-20,2020-02-03,Kansas,,Texas,REG,W,1,36,3,8,.375,3,6,.500,0,2,.000,2,3,.667,2,4,6,1,2,0,1,2,8
44,2019-20,2020-02-08,Kansas,@,TCU,REG,W,1,32,2,6,.333,1,3,.333,1,3,.333,2,2,1.000,1,3,4,1,2,1,2,2,7
45,2019-20,2020-02-12,Kansas,@,West Virginia,REG,W,1,39,4,7,.571,4,4,1.000,0,3,.000,1,2,.500,1,2,3,1,2,0,0,1,9
46,2019-20,2020-02-15,Kansas,,Oklahoma,REG,W,1,30,4,10,.400,2,5,.400,2,5,.400,0,2,.000,1,5,6,3,0,1,1,3,10
47,2019-20,2020-02-17,Kansas,,Iowa State,REG,W,1,29,6,10,.600,4,4,1.000,2,6,.333,0,2,.000,1,2,3,3,1,0,1,1,14
48,2019-20,2020-02-22,Kansas,@,Baylor,REG,W,1,39,0,5,.000,0,3,.000,0,2,.000,0,0,,1,4,5,3,0,0,3,1,0
49,2019-20,2020-02-24,Kansas,,Oklahoma State,REG,W,1,27,5,9,.556,3,3,1.000,2,6,.333,3,3,1.000,0,0,0,1,0,0,1,1,15
50,2019-20,2020-02-29,Kansas,@,Kansas State,REG,W,1,25,2,7,.286,1,3,.333,1,4,.250,0,0,,3,2,5,2,1,0,3,3,5
51,2019-20,2020-03-04,Kansas,,TCU,REG,W,1,30,4,7,.571,4,6,.667,0,1,.000,0,0,,2,0,2,1,0,0,2,2,8
52,2019-20,2020-03-07,Kansas,@,Texas Tech,REG,W,1,37,5,13,.385,3,8,.375,2,5,.400,0,0,,2,4,6,0,0,0,1,1,12
53,2020-21,2020-11-26,Kansas,N,Gonzaga,REG,L,1,31,5,11,.455,3,7,.429,2,4,.500,5,6,.833,0,0,0,4,2,1,0,4,17
54,2020-21,2020-11-27,Kansas,N,St. Joseph's,REG,W,1,34,7,13,.538,5,8,.625,2,5,.400,2,2,1.000,2,2,4,1,1,1,2,1,18
55,2020-21,2020-12-01,Kansas,N,Kentucky,REG,W,1,37,5,17,.294,2,8,.250,3,9,.333,4,6,.667,1,4,5,3,1,1,2,1,17
56,2020-21,2020-12-03,Kansas,,Washburn,REG,W,1,25,5,9,.556,1,3,.333,4,6,.667,2,2,1.000,3,2,5,1,1,0,0,1,16
57,2020-21,2020-12-05,Kansas,,North Dakota State,REG,W,1,35,5,11,.455,3,4,.750,2,7,.286,1,4,.250,1,2,3,3,2,1,1,1,13
58,2020-21,2020-12-08,Kansas,,Creighton,REG,W,1,24,0,6,.000,0,6,.000,0,0,,0,0,,1,4,5,4,2,1,3,0,0
59,2020-21,2020-12-11,Kansas,,Omaha,REG,W,1,22,7,10,.700,3,4,.750,4,6,.667,0,0,,3,2,5,2,1,0,0,0,18
60,2020-21,2020-12-17,Kansas,@,Texas Tech,REG,W,1,34,8,11,.727,4,4,1.000,4,7,.571,3,4,.750,0,5,5,1,0,1,1,0,23
61,2020-21,2020-12-22,Kansas,,West Virginia,REG,W,1,36,4,14,.286,1,4,.250,3,10,.300,0,0,,6,4,10,2,0,0,3,4,11
62,2020-21,2021-01-02,Kansas,,Texas,REG,L,1,32,5,14,.357,4,8,.500,1,6,.167,0,0,,1,4,5,1,0,1,1,1,11
63,2020-21,2021-01-05,Kansas,@,TCU,REG,W,1,31,7,12,.583,4,6,.667,3,6,.500,2,2,1.000,0,3,3,3,1,1,0,0,19
64,2020-21,2021-01-09,Kansas,,Oklahoma,REG,W,1,38,4,10,.400,1,3,.333,3,7,.429,3,3,1.000,1,5,6,2,1,0,1,2,14
65,2020-21,2021-01-12,Kansas,@,Oklahoma State,REG,L,1,36,4,12,.333,0,3,.000,4,9,.444,2,2,1.000,2,2,4,0,1,1,2,2,14
66,2020-21,2021-01-18,Kansas,@,Baylor,REG,L,1,31,5,12,.417,1,5,.200,4,7,.571,2,4,.500,1,1,2,1,2,0,2,3,16
67,2020-21,2021-01-23,Kansas,@,Oklahoma,REG,L,1,33,3,8,.375,1,2,.500,2,6,.333,2,4,.500,1,2,3,2,0,0,4,2,10
68,2020-21,2021-01-28,Kansas,,TCU,REG,W,1,38,5,14,.357,3,5,.600,2,9,.222,1,2,.500,0,3,3,4,1,0,1,3,13
69,2020-21,2021-01-30,Kansas,@,Tennessee,REG,L,1,31,3,12,.250,2,3,.667,1,9,.111,2,4,.500,0,2,2,3,1,0,0,4,9
70,2020-21,2021-02-02,Kansas,,Kansas State,REG,W,1,32,6,10,.600,4,5,.800,2,5,.400,1,1,1.000,0,2,2,2,0,0,0,1,15
71,2020-21,2021-02-06,Kansas,@,West Virginia,REG,L,1,39,5,11,.455,2,5,.400,3,6,.500,0,0,,0,2,2,1,0,1,2,1,13
72,2020-21,2021-02-08,Kansas,,Oklahoma State,REG,W,1,39,3,10,.300,1,4,.250,2,6,.333,2,2,1.000,1,1,2,2,4,0,4,3,10
73,2020-21,2021-02-11,Kansas,,Iowa State,REG,W,1,32,7,13,.538,2,3,.667,5,10,.500,0,1,.000,0,3,3,0,1,0,1,0,19
74,2020-21,2021-02-13,Kansas,@,Iowa State,REG,W,1,37,3,10,.300,2,4,.500,1,6,.167,2,3,.667,0,0,0,2,3,2,0,1,9
75,2020-21,2021-02-17,Kansas,@,Kansas State,REG,W,1,34,3,9,.333,2,4,.500,1,5,.200,2,2,1.000,1,4,5,0,1,0,2,1,9
76,2020-21,2021-02-20,Kansas,,Texas Tech,REG,W,1,29,4,11,.364,1,3,.333,3,8,.375,3,4,.750,1,1,2,2,1,0,1,4,14
77,2020-21,2021-02-23,Kansas,@,Texas,REG,L,1,43,5,15,.333,0,4,.000,5,11,.455,2,3,.667,0,2,2,1,1,0,2,3,17
78,2020-21,2021-02-27,Kansas,,Baylor,REG,W,1,37,3,10,.300,2,3,.667,1,7,.143,0,0,,1,2,3,4,0,1,2,3,7
79,2020-21,2021-03-04,Kansas,,UTEP,REG,W,1,35,7,12,.583,4,6,.667,3,6,.500,2,5,.400,1,5,6,1,2,0,1,0,19
80,2020-21,2021-03-11,Kansas,,Oklahoma,CTOURN,W,1,32,9,14,.643,5,6,.833,4,8,.500,4,4,1.000,0,1,1,0,0,0,2,3,26
81,2020-21,2021-03-20,Kansas,N,Eastern Washington,NCAA,W,1,39,7,16,.438,5,8,.625,2,8,.250,2,4,.500,0,7,7,3,1,0,0,3,18
82,2020-21,2021-03-22,Kansas,N,USC,NCAA,L,1,34,3,13,.231,1,5,.200,2,8,.250,0,0,,1,4,5,1,2,1,1,3,8
83,2021-22,2021-11-09,Kansas,N,Michigan State,REG,W,1,36,9,17,.529,6,11,.545,3,6,.500,8,8,1.000,0,2,2,1,2,0,0,2,29
84,2021-22,2021-11-12,Kansas,,Tarleton State,REG,W,1,35,11,16,.688,8,9,.889,3,7,.429,0,1,.000,0,6,6,1,0,1,0,0,25
85,2021-22,2021-11-18,Kansas,,Stony Brook,REG,W,1,30,10,19,.526,6,8,.750,4,11,.364,1,1,1.000,1,3,4,3,2,0,2,0,25
86,2021-22,2021-11-25,Kansas,N,North Texas,REG,W,1,33,6,12,.500,4,9,.444,2,3,.667,4,4,1.000,0,2,2,2,0,0,1,1,18
87,2021-22,2021-11-26,Kansas,N,Dayton,REG,L,1,33,8,16,.500,6,10,.600,2,6,.333,3,7,.429,2,0,2,0,0,0,0,1,21
88,2021-22,2021-11-28,Kansas,N,Iona,REG,W,1,32,8,14,.571,7,11,.636,1,3,.333,0,0,,3,2,5,3,2,0,2,2,17
89,2021-22,2021-12-03,Kansas,@,St. John's (NY),REG,W,1,35,9,16,.563,4,7,.571,5,9,.556,0,0,,2,5,7,1,0,0,0,2,23
90,2021-22,2021-12-07,Kansas,,UTEP,REG,W,1,31,9,12,.750,7,9,.778,2,3,.667,3,4,.750,1,4,5,3,1,1,3,1,23
91,2021-22,2021-12-11,Kansas,,Missouri,REG,W,1,30,7,12,.583,2,5,.400,5,7,.714,2,4,.500,0,4,4,1,0,0,1,2,21
92,2021-22,2021-12-18,Kansas,,Stephen F. Austin,REG,W,1,39,6,14,.429,2,5,.400,4,9,.444,2,3,.667,1,4,5,1,1,1,4,0,18
93,2021-22,2021-12-29,Kansas,,Nevada,REG,W,1,33,7,12,.583,6,9,.667,1,3,.333,1,2,.500,1,6,7,2,4,0,1,1,16
94,2021-22,2022-01-01,Kansas,,George Mason,REG,W,1,36,4,14,.286,2,7,.286,2,7,.286,1,1,1.000,2,5,7,1,1,0,0,1,11
95,2021-22,2022-01-04,Kansas,@,Oklahoma State,REG,W,1,31,5,13,.385,2,5,.400,3,8,.375,3,4,.750,0,2,2,0,0,0,2,4,16
96,2021-22,2022-01-08,Kansas,@,Texas Tech,REG,L,1,35,7,12,.583,1,3,.333,6,9,.667,4,4,1.000,1,3,4,2,0,0,3,4,24
97,2021-22,2022-01-11,Kansas,,Iowa State,REG,W,1,39,8,15,.533,4,7,.571,4,8,.500,2,2,1.000,1,6,7,0,0,1,2,1,22
98,2021-22,2022-01-15,Kansas,,West Virginia,REG,W,1,36,8,17,.471,4,9,.444,4,8,.500,0,1,.000,1,6,7,0,2,1,0,0,20
99,2021-22,2022-01-18,Kansas,@,Oklahoma,REG,W,1,32,4,11,.364,2,6,.333,2,5,.400,0,0,,2,3,5,1,0,0,2,3,10
100,2021-22,2022-01-22,Kansas,@,Kansas State,REG,W,1,36,10,18,.556,8,10,.800,2,8,.250,7,11,.636,1,6,7,2,0,2,3,0,29
101,2021-22,2022-01-24,Kansas,,Texas Tech,REG,W,1,46,13,23,.565,6,11,.545,7,12,.583,4,8,.500,0,7,7,2,0,1,3,2,37
102,2021-22,2022-01-29,Kansas,,Kentucky,REG,L,1,36,4,14,.286,2,8,.250,2,6,.333,3,4,.750,0,2,2,3,1,0,2,2,13
103,2021-22,2022-02-05,Kansas,,Baylor,REG,W,1,31,5,11,.455,3,5,.600,2,6,.333,6,7,.857,0,9,9,2,0,0,3,0,18
104,2021-22,2022-02-07,Kansas,@,Texas,REG,L,1,38,4,7,.571,3,4,.750,1,3,.333,2,2,1.000,1,5,6,0,1,1,3,2,11
105,2021-22,2022-02-12,Kansas,,Oklahoma,REG,W,1,38,3,12,.250,1,4,.250,2,8,.250,3,5,.600,0,6,6,3,0,0,3,1,11
106,2021-22,2022-02-14,Kansas,,Oklahoma State,REG,W,1,34,5,12,.417,4,6,.667,1,6,.167,9,10,.900,1,6,7,4,3,0,2,2,20
107,2021-22,2022-02-19,Kansas,@,West Virginia,REG,W,1,36,8,15,.533,5,9,.556,3,6,.500,4,4,1.000,0,3,3,1,0,0,2,0,23
108,2021-22,2022-02-22,Kansas,,Kansas State,REG,W,1,35,9,13,.692,5,7,.714,4,6,.667,1,1,1.000,1,6,7,5,0,0,5,2,23
109,2021-22,2022-02-26,Kansas,@,Baylor,REG,L,1,34,8,22,.364,4,8,.500,4,14,.286,7,8,.875,0,6,6,3,1,0,1,4,27
110,2021-22,2022-03-01,Kansas,@,TCU,REG,L,1,37,4,17,.235,1,9,.111,3,8,.375,2,2,1.000,1,7,8,1,1,2,3,4,13
111,2021-22,2022-03-03,Kansas,,TCU,REG,W,1,39,8,19,.421,6,10,.600,2,9,.222,4,4,1.000,0,1,1,1,1,1,4,1,22
112,2021-22,2022-03-05,Kansas,,Texas,REG,W,1,39,1,11,.091,1,6,.167,0,5,.000,6,8,.750,1,5,6,2,2,0,3,3,8
113,2021-22,2022-03-10,Kansas,N,West Virginia,CTOURN,W,1,30,7,15,.467,6,9,.667,1,6,.167,3,3,1.000,1,2,3,0,2,0,2,1,18
114,2021-22,2022-03-11,Kansas,N,TCU,CTOURN,W,1,34,9,17,.529,7,11,.636,2,6,.333,2,3,.667,0,3,3,0,0,1,1,2,22
115,2021-22,2022-03-12,Kansas,N,Texas Tech,CTOURN,W,1,38,4,10,.400,1,4,.250,3,6,.500,5,6,.833,2,5,7,2,0,1,5,2,16
116,2019-20,2019-11-05,Kansas,N,Duke,REG,L,0,4,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,2,0
117,2019-20,2019-11-08,Kansas,,UNC Greensboro,REG,W,0,2,0,1,.000,0,0,,0,1,.000,0,2,.000,0,0,0,0,0,0,1,0,0
118,2019-20,2019-11-15,Kansas,,Monmouth,REG,W,0,17,4,4,1.000,1,1,1.000,3,3,1.000,0,0,,0,2,2,1,2,0,0,2,11
119,2019-20,2019-11-19,Kansas,,ETSU,REG,W,0,8,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,1,0,0,1,1,0
120,2019-20,2019-11-25,Kansas,@,Chaminade,REG,W,0,16,3,9,.333,2,5,.400,1,4,.250,0,1,.000,2,2,4,0,2,0,1,0,7
121,2019-20,2019-11-26,Kansas,N,BYU,REG,W,0,8,1,3,.333,1,1,1.000,0,2,.000,0,0,,0,0,0,0,0,0,1,1,2
122,2019-20,2019-11-27,Kansas,N,Dayton,REG,W,0,5,0,1,.000,0,1,.000,0,0,,0,0,,0,2,2,0,0,0,0,0,0
123,2019-20,2019-12-07,Kansas,,Colorado,REG,W,0,9,0,0,,0,0,,0,0,,0,0,,0,0,0,0,1,0,1,1,0
124,2019-20,2019-12-10,Kansas,,Milwaukee,REG,W,0,15,1,5,.200,0,1,.000,1,4,.250,0,0,,0,4,4,0,1,0,0,0,3
125,2019-20,2019-12-14,Kansas,N,Kansas City,REG,W,0,21,2,4,.500,2,2,1.000,0,2,.000,0,0,,4,3,7,3,1,2,1,1,4
126,2019-20,2019-12-21,Kansas,@,Villanova,REG,L,0,16,3,5,.600,3,3,1.000,0,2,.000,0,1,.000,0,2,2,0,0,1,0,2,6
127,2019-20,2019-12-29,Kansas,@,Stanford,REG,W,0,19,3,6,.500,0,2,.000,3,4,.750,0,1,.000,2,0,2,1,0,0,0,1,9
128,2019-20,2020-01-04,Kansas,,West Virginia,REG,W,0,30,2,3,.667,2,2,1.000,0,1,.000,2,3,.667,1,4,5,1,2,0,0,2,6
129,2019-20,2020-01-08,Kansas,@,Iowa State,REG,W,0,24,3,6,.500,0,2,.000,3,4,.750,0,0,,0,5,5,2,0,0,0,1,9
130,2019-20,2020-01-11,Kansas,,Baylor,REG,L,0,22,0,2,.000,0,2,.000,0,0,,4,4,1.000,1,1,2,0,0,0,0,2,4
131,2019-20,2020-01-14,Kansas,@,Oklahoma,REG,W,0,26,0,3,.000,0,1,.000,0,2,.000,2,2,1.000,1,5,6,1,1,1,0,1,2
132,2019-20,2020-01-18,Kansas,@,Texas,REG,W,0,4,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0
133,2019-20,2020-01-21,Kansas,,Kansas State,REG,W,0,29,7,15,.467,1,5,.200,6,10,.600,0,0,,1,3,4,1,2,0,0,2,20
134,2019-20,2020-01-25,Kansas,,Tennessee,REG,W,0,32,2,8,.250,1,4,.250,1,4,.250,2,2,1.000,1,3,4,1,0,0,1,3,7
135,2019-20,2020-01-27,Kansas,@,Oklahoma State,REG,W,1,33,5,11,.455,1,3,.333,4,8,.500,2,2,1.000,3,6,9,0,2,1,2,3,16
136,2019-20,2020-02-01,Kansas,,Texas Tech,REG,W,1,31,1,2,.500,0,0,,1,2,.500,3,4,.750,0,5,5,0,1,0,0,2,6
137,2019-20,2020-02-03,Kansas,,Texas,REG,W,1,23,1,5,.200,1,3,.333,0,2,.000,2,2,1.000,0,5,5,0,1,0,0,1,4
138,2019-20,2020-02-08,Kansas,@,TCU,REG,W,1,20,0,2,.000,0,2,.000,0,0,,0,0,,0,1,1,0,0,0,2,0,0
139,2019-20,2020-02-12,Kansas,@,West Virginia,REG,W,1,16,1,1,1.000,1,1,1.000,0,0,,0,0,,0,2,2,0,0,0,0,0,2
140,2019-20,2020-02-15,Kansas,,Oklahoma,REG,W,0,10,1,2,.500,0,0,,1,2,.500,0,0,,0,0,0,1,0,1,0,0,3
141,2019-20,2020-02-17,Kansas,,Iowa State,REG,W,0,22,5,6,.833,2,2,1.000,3,4,.750,0,0,,1,2,3,1,1,0,0,1,13
142,2019-20,2020-02-22,Kansas,@,Baylor,REG,W,0,21,2,3,.667,2,2,1.000,0,1,.000,0,0,,0,0,0,0,1,0,0,2,4
143,2019-20,2020-02-24,Kansas,,Oklahoma State,REG,W,0,22,3,5,.600,0,1,.000,3,4,.750,1,1,1.000,0,2,2,0,0,0,1,2,10
144,2019-20,2020-02-29,Kansas,@,Kansas State,REG,W,0,23,2,4,.500,0,0,,2,4,.500,0,0,,1,3,4,1,1,1,0,3,6
145,2019-20,2020-03-04,Kansas,,TCU,REG,W,0,20,2,6,.333,2,5,.400,0,1,.000,0,0,,1,3,4,0,1,0,1,2,4
146,2019-20,2020-03-07,Kansas,@,Texas Tech,REG,W,0,21,2,5,.400,2,4,.500,0,1,.000,1,1,1.000,2,2,4,0,1,0,0,3,5
147,2020-21,2020-11-26,Kansas,N,Gonzaga,REG,L,1,28,3,6,.500,1,3,.333,2,3,.667,0,2,.000,0,2,2,0,0,0,3,1,8
148,2020-21,2020-11-27,Kansas,N,St. Joseph's,REG,W,1,36,10,13,.769,5,5,1.000,5,8,.625,5,5,1.000,1,8,9,3,4,0,3,2,30
149,2020-21,2020-12-01,Kansas,N,Kentucky,REG,W,1,38,2,10,.200,2,6,.333,0,4,.000,4,8,.500,6,7,13,0,2,2,0,3,8
150,2020-21,2020-12-03,Kansas,,Washburn,REG,W,1,21,3,7,.429,0,2,.000,3,5,.600,0,0,,2,3,5,2,1,0,2,0,9
151,2020-21,2020-12-05,Kansas,,North Dakota State,REG,W,1,27,2,6,.333,1,4,.250,1,2,.500,4,4,1.000,2,4,6,0,0,1,3,3,9
152,2020-21,2020-12-08,Kansas,,Creighton,REG,W,1,37,5,13,.385,1,4,.250,4,9,.444,0,1,.000,0,4,4,6,3,0,0,3,14
153,2020-21,2020-12-11,Kansas,,Omaha,REG,W,1,18,2,6,.333,1,1,1.000,1,5,.200,0,0,,0,0,0,1,1,0,0,0,5
154,2020-21,2020-12-17,Kansas,@,Texas Tech,REG,W,1,30,0,5,.000,0,2,.000,0,3,.000,2,2,1.000,1,9,10,2,0,0,4,4,2
155,2020-21,2020-12-22,Kansas,,West Virginia,REG,W,1,35,7,14,.500,1,2,.500,6,12,.500,2,3,.667,1,3,4,7,1,1,2,2,22
156,2020-21,2021-01-02,Kansas,,Texas,REG,L,1,28,2,10,.200,2,5,.400,0,5,.000,0,0,,2,4,6,0,2,0,4,2,4
157,2020-21,2021-01-05,Kansas,@,TCU,REG,W,1,32,4,7,.571,2,3,.667,2,4,.500,0,0,,0,2,2,3,2,0,1,3,10
158,2020-21,2021-01-09,Kansas,,Oklahoma,REG,W,1,38,2,7,.286,1,1,1.000,1,6,.167,0,0,,1,8,9,2,0,1,1,2,5
159,2020-21,2021-01-12,Kansas,@,Oklahoma State,REG,L,1,25,3,7,.429,2,3,.667,1,4,.250,0,0,,1,2,3,0,1,1,1,1,7
160,2020-21,2021-01-18,Kansas,@,Baylor,REG,L,1,35,5,7,.714,0,1,.000,5,6,.833,2,2,1.000,1,3,4,1,0,0,0,0,17
161,2020-21,2021-01-23,Kansas,@,Oklahoma,REG,L,1,33,0,5,.000,0,2,.000,0,3,.000,2,2,1.000,0,1,1,1,1,0,0,2,2
162,2020-21,2021-01-28,Kansas,,TCU,REG,W,1,27,1,3,.333,0,1,.000,1,2,.500,2,2,1.000,1,4,5,0,1,0,1,1,5
163,2020-21,2021-01-30,Kansas,@,Tennessee,REG,L,1,22,0,4,.000,0,0,,0,4,.000,2,2,1.000,0,2,2,1,0,0,1,1,2
164,2020-21,2021-02-02,Kansas,,Kansas State,REG,W,1,31,6,11,.545,2,2,1.000,4,9,.444,2,2,1.000,1,3,4,2,1,0,0,1,18
165,2020-21,2021-02-06,Kansas,@,West Virginia,REG,L,1,35,3,11,.273,1,4,.250,2,7,.286,3,3,1.000,2,5,7,3,3,0,2,5,11
166,2020-21,2021-02-08,Kansas,,Oklahoma State,REG,W,1,32,4,7,.571,1,2,.500,3,5,.600,4,4,1.000,4,6,10,2,3,0,2,3,15
167,2020-21,2021-02-11,Kansas,,Iowa State,REG,W,1,29,6,12,.500,3,4,.750,3,8,.375,3,3,1.000,0,5,5,6,2,0,2,1,18
168,2020-21,2021-02-13,Kansas,@,Iowa State,REG,W,1,28,5,11,.455,4,6,.667,1,5,.200,0,0,,1,1,2,0,0,0,1,0,11
